title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
McCanick	2013	R	17.0	96	Crime; Drama; Mystery	Josh C. Waller	David Morse; Cory Monteith; Mike Vogel; Rachel Nichols	When narcotics detective Eugene Mack McCanick discovers that a seemingly harmless young criminal Simon Weeks has been released from prison it triggers a firestorm of paranoia and violence Mack and his partner Floyd mercilessly hunt down Weeks for unknown reasons over the course of one long hot day The closer Mack gets to his prey the more we understand that his frenzy stems from a truth from the past which only Weeks can expose The truth is revealed in the explosive finale which culminates in a surprisingly emotional confrontation not just between McCanick and Weeks but also between McCanick and himself	English	USA		4.7	13.0	28		Well Go USA	21-Mar-14	334018.0	261.0	1034.0	76.0		2572.0	Well Go USA	31708374	5000	17873617	18312090	39878631	10903945	2572	895858
Monsters University	2013	G	1.0	104	Animation; Adventure; Comedy	Dan Scanlon	Billy Crystal; John Goodman; Steve Buscemi; Helen Mirren	Mike Wazowski and James P Sullivan are an inseparable pair but that wasnt always the case From the moment these two mismatched monsters met they couldnt stand each other Monsters University unlocks the door to how Mike and Sulley overcame their differences and became the best of friends	English	USA	Nominated for 1 BAFTA Film Award Another 9 wins & 56 nominations	7.3	79.0	65	260300000.0	Walt Disney Pictures	21-Jun-13	5321200.0	1616.0	13831.0	1437.0		268492764.0	Buena Vista	478582373	268492764	17873617	18312090	106602917	46884506	39535272	53164745
The Mortal Instruments: City of Bones	2013	PG-13	13.0	130	Action; Fantasy; Horror	Harald Zwart	Lily Collins; Jamie Campbell Bower; Kevin Zegers; Jemima West	Set in contemporary New York City a seemingly ordinary teenager Clary Fray discovers she is the descendant of a line of Shadowhunters a secret cadre of young half-angel warriors locked in an ancient battle to protect our world from demons After the disappearance of her mother Clary must join forces with a group of Shadow Hunters who introduce her to a dangerous alternate New York called the Shadow World filled with demons warlocks vampires werewolves and other deadly creatures	English	USA; Germany; Canada	6 wins & 11 nominations	5.9	13.0	33	31165421.0	Sony Pictures	21-Aug-13	6507433.0	11440.0	29867.0	1042.0	60000000.0	31165421.0	Sony / Screen Gems	-96073516	-31455800	17873617	42542776	50466762	20534031	22953828	21950408
Movie 43	2013	R	17.0	94	Comedy; Romance	Elizabeth Banks; Steven Brill; Steve Carr; Rusty Cundieff; James Duffy; Griffin Dunne; Peter Farrelly; Patrik Forsberg; Will Graham; James Gunn; Brett Ratner; Jonathan van Tulleken; Bob Odenkirk	Dennis Quaid; Greg Kinnear; Common; Charlie Saxton	Ineffectual has-been film-maker (Dennis Quaid) swindles his way into an interview with a film executive (Greg Kinnear) in order to pitch an outrageous and controversial comedy manuscript After pitching the first of his thirteen offbeat fables the dejected artist forces the rest of his disjointed allegory on the executive at gunpoint He tells stories of a woman on a blind date with a man who has testicles growing from his neck in another a smitten woman offers her neck to her boyfriend to poop on -as a sign of commitment and love In yet another two parents take home-schooling to a whole new level of indecency striving to give their isolated teenage son all the regular torment and humiliation of puberty by bullying peer-pressuring and even seducing him themselves An off-beat elephant-in-the-room type film	English	USA	4 wins & 5 nominations	4.3	4.0	18	8700000.0	Relativity Media	25-Jan-13	1549590.0	830.0	2636.0	402.0	6000000.0	8840453.0	Relativity	38639535	198704436	17873617	18312090	37805640	10903945	9270625	9611424
Nebraska	2013	R	17.0	115	Adventure; Comedy; Drama	Alexander Payne	Bruce Dern; Will Forte; June Squibb; Bob Odenkirk	NEBRASKA is a father and son road trip from Billings Montana to Lincoln Nebraska that gets waylaid at a small town in central Nebraska where the father grew up and has scores to settle Told with deadpan humor and a unique visual style its ultimately the story of a son trying to get through to a father he doesnt understand	English; Spanish	USA	Nominated for 6 Oscars Another 28 wins & 157 nominations	7.7	91.0	86	11348612.0	Paramount Pictures	15-Nov-13	1133628.0	424.0	1316.0	94.0	12000000.0	17654912.0	Paramount	37138499	14896275	36646372	18312090	66615068	10903945	19901623	21368996
No One Lives	2012	R	17.0	86	Horror; Thriller	Ryûhei Kitamura	Luke Evans; Adelaide Clemens; Lee Tergesen; Derek Magyar	A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem	English	USA; UK	1 nomination	6.0	47.0	26	53929.0	Anchor Bay Entertainment	10-May-13	743265.0	303.0	950.0	64.0		74918.0	Anchor Bay Films	-3214039	74918	17873617	33377321	35758326	10903945	-867165	-712673
Now You See Me	2013	PG-13	13.0	115	Crime; Mystery; Thriller	Louis Leterrier	Jesse Eisenberg; Mark Ruffalo; Woody Harrelson; Isla Fisher	Four magicians each answer a mysterious summons to an obscure address with secrets inside A year later they are the Four Horsemen big time stage illusionists who climax their sold out Las Vegas show with a bank apparently robbed for real This puts agents Dylan Rhodes of the FBI and Alma Dray of Interpol on the case to find out how they did it However this mystery proves difficult to solve even with the insights of the professional illusion exposer Thaddeus Bradley What follows is a bizarre investigation where nothing is what it seems with illusions dark secrets and hidden agendas galore as all involved are reminded of a great truth in this puzzle: the closer you look the less you see	English; French	USA; France	1 win & 3 nominations	7.3	50.0	50	117698894.0	Lionsgate Films	31-May-13	423766.0	1.0	33.0	2.0	75000000.0	117723989.0	Lionsgate/Summit	95951280	12875586	35639607	28590532	44751899	20534031	27026675	15240338
Oblivion	2013	PG-13	13.0	124	Action; Adventure; Mystery	Joseph Kosinski	Tom Cruise; Morgan Freeman; Olga Kurylenko; Andrea Riseborough	One of the few remaining drone repairmen assigned to Earth its surface devastated after decades of war with the alien Scavs discovers a crashed spacecraft with contents that bring into question everything he believed about the war and may even put the fate of mankind in his hands	English	USA	14 nominations	7.0	52.0	54	89021735.0	Universal Pictures	19-Apr-13	268332.0	48.0	403.0	32.0	120000000.0	89107235.0	Universal	-50583023	-15371382	17873617	18312090	69624190	20534031	26345508	26657449
Olympus Has Fallen	2013	R	17.0	119	Action; Drama; Thriller	Antoine Fuqua	Gerard Butler; Aaron Eckhart; Finley Jacobsen; Dylan McDermott	When the White House (Secret Service Code: Olympus) is captured by a terrorist mastermind and the President is kidnapped disgraced former Presidential Secret Service Agent Mike Banning finds himself trapped within the building As our national security team scrambles to respond they are forced to rely on Bannings inside knowledge to help retake the White House save the President and avert an even bigger disaster	English; Korean	USA	1 win & 5 nominations	6.5	48.0	41	98600000.0	FilmDistrict	22-Mar-13	7970144.0	7313.0	14161.0	1639.0	70000000.0	98925640.0	FilmDistrict	147272396	20486653	28968313	18312090	44881831	10903945	4155079	-1852464
Out of the Furnace	2013	R	17.0	116	Crime; Drama; Thriller	Scott Cooper	Woody Harrelson; Dendrie Taylor; Carl Ciarfalio; Nancy Mosser	Russell and his younger brother Rodney live in the economically-depressed Rust Belt and have always dreamed of escaping and finding better lives But when a cruel twist of fate lands Russell in prison his brother becomes involved with one of the most violent and ruthless crime rings in the Northeast - a mistake that will cost him everything Once released Russell must choose between his own freedom or risk it all to seek justice for his brother	English	UK; USA	2 wins & 9 nominations	6.8	54.0	63	8314341.0	Relativity Media	4-Dec-13	4840546.0	2092.0	9730.0	397.0	22000000.0	11330849.0	Relativity	-11342389	15244714	17873617	33377321	37328708	10903945	9270625	9611424
Parker	2013	R	17.0	118	Action; Crime; Romance	Taylor Hackford	Jason Statham; Jennifer Lopez; Michael Chiklis; Wendell Pierce	Parker is a thief who has an unusual code He doesnt steal from the poor and hurt innocent people He is asked to join four other guys on a job They pull it off flawlessly They tell Parker that what they got can help them set up another job which will net them much more But Parker doesnt want to join them and asks for his share But they need it all so they try to kill him They dispose of his body but someone finds him--he is still alive--and takes him to the hospital After recovering he sets out to get back at the ones who tried to kill him another one of his codes Despite being told that they are working for a known mobster which he was not aware of he still wants to go after them He learns where they are and poses as a wealthy Texan looking to buy a house So he hires a real estate agent Leslie Rogers to show him around He is actually trying to find out where theyre holed up And when he finds it he sets out on his plan to get them But when they learn he is alive they contact the mobster to take care of him So the mobster sends a killer to take care of him And Leslie also finds herself intrigued with him so she follows him	English	USA	1 nomination	6.2	40.0	42	17609982.0	FilmDistrict	25-Jan-13	825226.0	427.0	1490.0	86.0	35000000.0	17616641.0	FilmDistrict	-15655724	-21122737	17873617	18312090	44392473	10903945	4155079	-1852464
Parkland	2013	PG-13	13.0	93	Drama; History; Mystery	Peter Landesman	Marcia Gay Harden; Matt Barr; Zac Efron; Mallory Moye	Recounting the chaotic events that occurred in Dallas Texas on November 22 1963 Parkland weaves together the perspectives of a handful of ordinary individuals suddenly thrust into extraordinary circumstances: the young doctors and nurses at Parkland Hospital Dallas chief of the Secret Service an unwitting cameraman who captured what became the most watched and examined film in history the FBI agents who nearly had the gunman within their grasp the brother of Lee Harvey Oswald left to deal with his shattered family and JFKs security team witnesses to both the presidents death and Vice President Lyndon Johnsons rise to power over a nation whose innocence was forever altered	English	USA	3 nominations	6.4	50.0	51	652355.0	Exclusive Releasing	4-Oct-13	1926623.0	359.0	3196.0	144.0		653651.0	Exclusive Media	33467145	488401	17873617	18312090	36920236	20534031	653651	653651
Pawn Shop Chronicles	2013	R	17.0	112	Action; Comedy; Crime	Wayne Kramer	Paul Walker; Matt Dillon; Brendan Fraser; Kevin Rankin	An anthology of stories involving meth addicted white supremacists a man looking for his kidnapped wife and an Elvis impersonator	English	USA		5.9	13.0	26	4915.0	Anchor Bay Entertainment	12-Jul-13	2854.0	1.0	9.0	3.0		8088.0	Anchor Bay Films	53632756	19254407	17873617	18312090	52523021	10903945	-867165	-712673
Percy Jackson: Sea of Monsters	2013	PG	7.0	106	Adventure; Family; Fantasy	Thor Freudenthal	Logan Lerman; Alexandra Daddario; Douglas Smith; Leven Rambin	In this retelling of Rick Riordans book The Sea of Monsters Percy Jackson accompanied by his friends Annabeth Chase Clarisse La Rue and Tyson his half brother goes on a journey to the Sea of Monsters to retrieve the Golden Fleece and save Camp Half-Blood	English	USA	3 wins & 5 nominations	5.9	43.0	39	68558662.0	20th Century Fox	7-Aug-13	6952.0	0.0	9.0	0.0	90000000.0	68559554.0	Fox	-14899717	25797007	17873617	18312090	68947074	32411955	26730820	26022736
Philomena	2013	PG-13	13.0	98	Biography; Drama	Stephen Frears	Judi Dench; Steve Coogan; Sophie Kennedy Clark; Mare Winningham	When former journalist Martin Sixsmith is dismissed from the Labour Party in disgrace he is at a loss as to what do That changes when a young Irish woman approaches him about a story of her mother Philomena who had her son taken away when she was a teenage inmate of a Catholic convent Martin arranges a magazine assignment about her search for him that eventually leads to America Along the way Martin and Philomena discover as much about each other as about her sons fate Furthermore both find their basic beliefs challenged	English	UK; USA; France	Nominated for 4 Oscars Another 32 wins & 76 nominations	7.6	92.0	77		The Weinstein Company	22-Nov-13	687498.0	216.0	906.0	65.0	12000000.0	37709979.0	Weinstein Company	82502029	8038249	17873617	43655763	22099989	20534031	12987838	14330874
The Place Beyond the Pines	2012	R	17.0	140	Crime; Drama; Thriller	Derek Cianfrance	Ryan Gosling; Craig Van Hook; Eva Mendes; Olga Merediz	A mysterious and mythical motorcycle racer Luke (Ryan Gosling) drives out of a traveling carnival globe of death and whizzes through the backstreets of Schenectady New York desperately trying to connect with a former lover Romina (Eva Mendes) who recently and secretly gave birth to the stunt riders son In an attempt to provide for his new family Luke quits the carnival life and commits a series of bank robberies aided by his superior riding ability The stakes rise as Luke is put on a collision course with an ambitious police officer Avery Cross (Bradley Cooper) looking to quickly move up the ranks in a police department riddled with corruption The sweeping drama unfolds over fifteen years as the sins of the past haunt the present days lives of two high school boys wrestling with the legacy theyve inherited The only refuge is found in the place beyond the pines	English; Spanish	USA	4 wins & 19 nominations	7.3	80.0	68	21300000.0	Focus Features	29-Mar-13	24489.0	49.0	217.0	2.0	15000000.0	21403519.0	Focus Features	20841388	2551942	36646372	18312090	37328708	10903945	10408181	8513200
